the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Furn_Code,Address,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.98145155920882 40.71448674243971),1,Manhattan,103,1,65,26,7,MN0032AB,BETWEEN JACKSON ST & COLUMBIA,40.714495,-73.981453,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94479857040449 40.71639174039933),3,Brooklyn,301,34,50,18,12,BR02642AB,BETWEEN JACKSON ST & SKILLMAN,40.7164,-73.9448,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.07998453335391 40.629008762416206),5,Staten Island,501,49,61,23,11,SI05138AB,BETWEEN JACKSON ST & VAN DUZER,40.629017,-74.079986,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94472557045147 40.71693974063452),3,Brooklyn,301,34,50,18,12,BR02280AB,BETWEEN JACKSON ST & WITHERS S,40.716948,-73.944727,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83089860844815 40.69969174012096),4,Queens,409,29,24,10,5,QN0509AB,BETWEEN JAMAICA AV & 89 AV,40.6997,-73.8309,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80802361524978 40.70129273868214),4,Queens,412,24,32,10,5,QN04067AB,BETWEEN JAMAICA AV & 91 AV,40.701301,-73.808025,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80809861567809 40.701991739203876),4,Queens,412,24,32,14,5,QN04068AB,BETWEEN JAMAICA AV & 91 AV,40.702,-73.8081,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8080986161248 40.70149173868679),4,Queens,412,24,32,10,5,QN04069AB,BETWEEN JAMAICA AV & 91 AV,40.7015,-73.8081,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79303462076888 40.70455373747936),4,Queens,412,27,29,14,5,QN04044AB,BETWEEN JAMAICA AV & ARCHER AV,40.704562,-73.793036,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83239860740724 40.700091739713116),4,Queens,409,29,28,10,5,QN0528AB,BETWEEN JAMAICA AV & HILLSIDE,40.7001,-73.8324,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99939855358686 40.711891743560365),1,Manhattan,103,1,65,26,7,MN0013AB,BETWEEN JAMES ST & ST JAMES PL,40.7119,-73.9994,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88561757965198 40.879573706387546),2,Bronx,207,11,80,34,13,BX03299AB,BETWEEN JEROME & PAUL,40.879582,-73.885619,Norwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90699857443853 40.85359171297006),2,Bronx,205,14,86,33,15,BX03125AB,BETWEEN JEROME AV & WALTON AV,40.8536,-73.907,Mount Hope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.08861852861745 40.64678175947156),5,Staten Island,501,49,61,23,11,SI05035AB,BETWEEN JERSEY ST & WESTERVELT,40.64679,-74.08862,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.81474461142726 40.732370733042515),4,Queens,408,24,27,16,6,QN04049AB,BETWEEN JEWEL AV & MELBORNE AV,40.732379,-73.814746,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.12954351763501 40.61247576769527),5,Staten Island,501,50,63,24,11,SI05174AB,BETWEEN JEWETT AV & QUINLON AV,40.612484,-74.129545,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9431985714397 40.706391742652976),3,Brooklyn,301,34,53,18,7,BR02425AB,BETWEEN JOHNSON AV & PAERUM ST,40.7064,-73.9432,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87408859117427 40.75685173023599),4,Queens,403,21,34,13,14,QN0124AB,BETWEEN JUNCTION BLVD & 94 ST,40.75686,-73.87409,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9021985880745 40.66519174954316),3,Brooklyn,316,42,55,19,8,BR02654AB,BETWEEN JUNIUS ST & POWELL ST,40.6652,-73.9022,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.13120752055165 40.55373977948919),5,Staten Island,595,51,64,24,11,SI05145AB,BETWEEN JUSTIN AV & HOPKINS AV,40.553748,-74.131209,Great Kills Park,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.13691651893477 40.54972778035917),5,Staten Island,595,51,64,24,11,SI05043AB,BETWEEN KEGANS LN & AINSWORTH,40.549736,-74.136918,Great Kills Park,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94959857370138 40.634291756726945),3,Brooklyn,314,45,42,21,9,BR0579AB,BETWEEN KENLWORTH PL & FLATBUS,40.6343,-73.9496,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86649858497168 40.89589170247417),2,Bronx,212,11,81,34,16,BX03076AB,BETWEEN KEPLER AV & NIREO AV,40.8959,-73.8665,Woodlawn Cemetery,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7904256204574 40.721073734888286),4,Queens,408,24,24,14,5,QN04645AB,BETWEEN KILDARE RD & 82 AV,40.721082,-73.790427,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90209857575127 40.86719170972843),2,Bronx,207,14,81,33,13,BX9025AB,BETWEEN KINGSBRIDGE & 192 ST,40.8672,-73.9021,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90701257344861 40.87687470829329),2,Bronx,208,11,81,33,13,BX0007AB,BETWEEN KINGSBRIDGE & BRODWAY,40.876883,-73.907014,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.89488057764909 40.865840709972026),2,Bronx,207,14,78,33,13,BX03024AB,BETWEEN KINGSBRIDGE RD & E 193,40.865849,-73.894882,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94170957429809 40.67109374948412),3,Brooklyn,308,35,56,20,9,BR02308AB,BETWEEN KINGSTON AV & HAMPTON,40.671102,-73.941711,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94309857334021 40.68009174790025),3,Brooklyn,303,36,56,25,8,BR02226AB,BETWEEN KINGSTON ST & TOMPKINS,40.6801,-73.9431,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81532261190014 40.73212473345414),4,Queens,408,24,27,16,6,QN04296AB,BETWEEN KISSENA BLVD & 152 ST,40.732133,-73.815324,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81459861104815 40.738491731698254),4,Queens,408,24,25,16,6,QN04485AB,BETWEEN KISSENA BLVD & 155 ST,40.7385,-73.8146,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81447161124176 40.73191773309327),4,Queens,408,24,27,16,6,QN04383AB,BETWEEN KISSENA BLVD & PARSONS,40.731926,-73.814473,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84504759405364 40.86996470728162),2,Bronx,212,12,83,36,16,BX03208AB,BETWEEN KNAPP ST & DEWITT PL,40.869973,-73.845049,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91519858152024 40.69669174345548),3,Brooklyn,304,37,53,18,7,BR02448AB,BETWEEN KNICKERBOCKER AV & WIL,40.6967,-73.9152,Bushwick (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85159859916412 40.7365917331626),4,Queens,406,29,35,16,6,QN04163AB,BETWEEN L.I EXPWY & 62 RD,40.7366,-73.8516,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83642760414112 40.74431973124606),4,Queens,481,20,25,16,6,QN04077AB,BETWEEN L.I.E. & 59 AV,40.744328,-73.836429,Flushing Meadows-Corona Park,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.84739859560229 40.817191717825494),2,Bronx,209,18,87,32,15,BX9027AB,BETWEEN LACOMBE AV & RANDALL A,40.8172,-73.8474,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.84700059197617 40.886742704384545),2,Bronx,212,12,83,36,16,BX03224AB,BETWEEN LACONIA AV & 229 SOUTH,40.886751,-73.847002,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8488685911179 40.883989704836665),2,Bronx,212,12,83,36,16,BX03060AB,BETWEEN LACONIA AV & SCHIEFFLI,40.883998,-73.84887,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94539857241399 40.69029174551493),3,Brooklyn,303,36,56,25,8,BR0085AB,BETWEEN LAFAYETTE & VAN BUREN,40.6903,-73.9454,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96896956432843 40.68924074696936),3,Brooklyn,302,35,57,25,8,BR02514AB,BETWEEN LAFAYETTE AV & DEKALB,40.689249,-73.968971,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96879856532234 40.68759174711829),3,Brooklyn,302,35,57,25,8,BR02129AB,BETWEEN LAFAYETTE AV & GREENE,40.6876,-73.9688,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82539860251424 40.82999171448489),2,Bronx,210,13,82,34,14,BX0029AB,BETWEEN LAFAYETTE AV & SOMMER,40.83,-73.8254,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84899859498462 40.823891716683534),2,Bronx,209,18,87,34,15,BX03470AB,BETWEEN LAFAYETTE AV & TURBULL,40.8239,-73.849,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93095657623849 40.69193374474332),3,Brooklyn,303,36,56,25,8,BR02199AB,BETWEEN LAFAYETTE AV & VAN BUR,40.691942,-73.930958,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85825459181818 40.82256271678173),2,Bronx,209,18,87,32,15,BX03410AB,BETWEEN LAFAYETTE AVE & TRUBUL,40.822571,-73.858256,Soundview-Clason Point,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99970955209551 40.72665474034302),1,Manhattan,102,1,66,26,10,MN01145AB,BETWEEN LAGUARDIA PL & WOOSTER,40.726663,-73.999711,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97239856854421 40.60419176333918),3,Brooklyn,311,44,45,22,11,BR02556AB,BETWEEN LAKE ST & MCDONALD AV,40.6042,-73.9724,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9735205690433 40.596864764908986),3,Brooklyn,315,47,45,22,11,BR02835AB,BETWEEN LAKE ST & MCDONALD AV,40.596873,-73.973522,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97469856810456 40.59689176502009),3,Brooklyn,311,47,47,22,11,BR02453AB,BETWEEN LAKE ST & VAN SICKLEN,40.5969,-73.9747,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.15909250819847 40.612850768561266),5,Staten Island,502,50,63,24,11,SI05049AB,BETWEEN LANDER AV & LANDER AV,40.612859,-74.159094,New Springville-Willowbrook-Bulls Head-Travis,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94009858077683 40.57809176744462),3,Brooklyn,315,48,45,22,8,BR02221AB,BETWEEN LANGHAN ST & MACKENZIE,40.5781,-73.9401,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.96004555966898 40.8136187226069),1,Manhattan,109,7,69,30,13,MN0801AB,BETWEEN LASALLE & W 122 ST,40.813627,-73.960047,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96215956865635 40.6629707515107),3,Brooklyn,309,40,43,21,9,BR02558AB,BETWEEN LEFFERTS AV & EMPIRE B,40.662979,-73.962161,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83054860871128 40.700031740244995),4,Queens,409,29,27,14,5,QN04234AB,BETWEEN LEFFERTS BD & 120 ST,40.70004,-73.83055,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82629860987811 40.68989174201112),4,Queens,409,28,24,10,5,QN0563AB,BETWEEN LEFFERTS BLVD & 118 ST,40.6899,-73.8263,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82755660965756 40.69401774117934),4,Queens,409,28,24,10,5,QN0534AB,BETWEEN LEFFERTS BLVD & 120 ST,40.694026,-73.827558,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83139860792205 40.70596973840449),4,Queens,409,29,27,14,6,QN04015AB,BETWEEN LEFFERTS BLVD & BREVOO,40.705978,-73.8314,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94041656598519 40.81381472182685),1,Manhattan,110,9,70,30,13,MN0828AB,BETWEEN LENOX & 5TH AV,40.813823,-73.940418,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9491325642303 40.801679724404735),1,Manhattan,110,9,70,30,13,MN0832AB,BETWEEN LENOX & 5TH AV,40.801688,-73.949134,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94601656500889 40.808107722549124),1,Manhattan,110,9,70,30,13,MN0307AB,BETWEEN LENOX & A.C. POWELL JR,40.808116,-73.946018,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9365985666799 40.82069171997191),1,Manhattan,110,9,71,30,13,MN0310AB,BETWEEN LENOX & A.C. POWELL JR,40.8207,-73.9366,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.95498356206585 40.7993887249877),1,Manhattan,110,9,70,30,13,MN0836AB,BETWEEN LENOX & ADAM POWELL JR,40.799397,-73.954985,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93069857954337 40.65559175258043),3,Brooklyn,317,41,58,20,9,BR02685AB,BETWEEN LENOX RD & CLARKSON AV,40.6556,-73.9307,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92373258093588 40.65632275192467),3,Brooklyn,317,41,58,20,9,BR02079AB,BETWEEN LENOX RD & E 57 ST,40.656331,-73.923734,East Flatbush-Remsen Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86079059592952 40.73999373354915),4,Queens,404,21,39,13,14,QN04614AB,BETWEEN LEWIS AV & CRISTI AV,40.740002,-73.860792,Corona,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9374405742613 40.69304574519701),3,Brooklyn,303,36,54,18,8,BR02066AB,BETWEEN LEWIS AV & MARCUS GARV,40.693054,-73.937442,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93517157608305 40.67965574718179),3,Brooklyn,303,36,56,25,8,BR02098AB,BETWEEN LEWIS AV & MARCUS GARV,40.679664,-73.935173,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93550157569815 40.68351874683426),3,Brooklyn,303,36,56,25,8,BR02157AB,BETWEEN LEWIS AV & MARCUS GARV,40.683527,-73.935503,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93809857414412 40.69669174462638),3,Brooklyn,303,36,56,18,8,BR02548AB,BETWEEN LEWIS AV & MARGUS GARV,40.6967,-73.9381,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93569857563442 40.687891745633124),3,Brooklyn,303,36,56,25,8,BR02748AB,BETWEEN LEWIS AV & STUYVESANT,40.6879,-73.9357,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9363985747944 40.69153174544829),3,Brooklyn,303,36,56,25,8,BR02760AB,BETWEEN LEWIS AV & STUYVESANT,40.69154,-73.9364,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98030355938633 40.7164787416538),1,Manhattan,103,2,74,26,7,MN01116AB,BETWEEN LEWIS ST & COLUMBIA ST,40.716487,-73.980305,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94600156600525 40.79201972598679),1,Manhattan,111,8,68,29,13,MN01294AB,BETWEEN LEXINGTON & 3RD AV,40.792028,-73.946003,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96248256199637 40.770636731134736),1,Manhattan,108,4,73,28,12,MN0182AB,BETWEEN LEXINGTON AV & PARK AV,40.770645,-73.962484,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98497555638137 40.739709737736696),1,Manhattan,105,2,74,28,12,MN0188AB,BETWEEN LEXINGTON AV & PARK AV,40.739718,-73.984977,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94284356596232 40.79924972409546),1,Manhattan,111,8,68,30,13,MN01092AB,BETWEEN LEXINGTON AVE & PARK A,40.799258,-73.942845,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84469860492075 40.67969174451472),4,Queens,410,32,23,15,8,QN04294AB,BETWEEN LIBERTY & 107 AV,40.6797,-73.8447,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84482860493868 40.679943744638805),4,Queens,410,32,23,15,8,QN04672AB,BETWEEN LIBERTY & 107 AV,40.679952,-73.84483,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82419861182282 40.68649174206726),4,Queens,410,28,24,10,5,QN0605AB,BETWEEN LIBERTY AV & 103 AV,40.6865,-73.8242,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82410861094537 40.685881742139166),4,Queens,410,28,24,10,5,QN04018AB,BETWEEN LIBERTY AV & 107 AV,40.68589,-73.82411,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83109860926224 40.68449174342194),4,Queens,410,28,31,10,5,QN0606AB,BETWEEN LIBERTY AV & 107 ST,40.6845,-73.8311,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86609859819026 40.67859174509586),3,Brooklyn,305,37,54,19,8,BR02060AB,BETWEEN LIBERTY AV & GLENMORE,40.6786,-73.8661,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83119859700702 40.88809170349641),2,Bronx,212,12,83,36,16,BX03261AB,BETWEEN LIGHT & E 233 ST,40.8881,-73.8312,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.11355652601254 40.566895775826765),5,Staten Island,502,50,64,24,11,SI05078AB,BETWEEN LIMBERGH AV & ALLISON,40.566904,-74.113558,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.10327352885989 40.57674377394174),5,Staten Island,502,50,64,24,11,SI05054AB,BETWEEN LINCOLN AV & MIDLAND A,40.576752,-74.103275,New Dorp-Midland Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.86639859879742 40.673491746014456),3,Brooklyn,305,42,60,19,8,BR02399AB,BETWEEN LINCOLN AV & SHERIDAN,40.6735,-73.8664,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.78569862354118 40.68869174060684),4,Queens,412,28,32,10,5,QN04731AB,BETWEEN LINDEN BD & 115 AV,40.6887,-73.7857,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78590862358263 40.68938374039966),4,Queens,412,27,32,14,5,QN04652AB,BETWEEN LINDEN BD & SAYRES AV,40.689392,-73.78591,South Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82053361266392 40.679020743606365),4,Queens,410,28,31,10,5,QN04016AB,BETWEEN LINDEN BLVD & 111 AV,40.679029,-73.820535,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.74615763539023 40.69639173750224),4,Queens,413,27,33,14,5,QN0829AB,BETWEEN LINDEN BLVD & 116 RD,40.6964,-73.746159,Cambria Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90719858638236 40.656091751195625),3,Brooklyn,316,42,60,19,8,BR02085AB,BETWEEN LINDEN BLVD & HEGEMAN,40.6561,-73.9072,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86283159997112 40.66897574710745),3,Brooklyn,305,42,60,19,8,BR02783AB,BETWEEN LINDEN BLVD & LORING A,40.668984,-73.862833,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.83412860290747 40.77131972617329),4,Queens,407,19,27,11,14,QN04541AB,BETWEEN LINDEN PL & ULMER ST,40.771328,-73.83413,College Point,AE,,2
POINT (-74.06924453669757 40.618456764361135),5,Staten Island,501,49,64,23,11,SI05152AB,BETWEEN LINHURTS AV & WILLOW A,40.618465,-74.069246,Rosebank-Shore Acres-Park Hill,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-74.11361752264946 40.61386676704395),5,Staten Island,501,49,63,24,11,SI05066AB,BETWEEN LITTLE CLOVE RD & ROYA,40.613875,-74.113619,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73589863420561 40.770391722730025),4,Queens,411,19,26,11,3,QN04043AB,BETWEEN LITTLE NECK PKWY & BRO,40.7704,-73.7359,Douglaston-Little Neck,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72579463830711 40.76440272374465),4,Queens,411,19,26,11,3,QN04351AB,BETWEEN LITTLE NECK PKWY & HOR,40.764411,-73.725796,Douglaston-Little Neck,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72496063839402 40.76450072371539),4,Queens,411,19,26,11,3,QN04550AB,BETWEEN LITTLE NECK PKWY & NAS,40.764509,-73.724962,Douglaston-Little Neck,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.13798551425599 40.62429676555838),5,Staten Island,501,49,61,23,11,SI05053AB,BETWEEN LIVEMORE ST & MARIANE,40.624305,-74.137987,Port Richmond,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90889858572899 40.66219175038353),3,Brooklyn,316,42,55,19,9,BR02146AB,BETWEEN LIVONIA AV & RIVERDALE,40.6622,-73.9089,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91551058385706 40.66129575062669),3,Brooklyn,316,42,55,19,9,BR02211AB,BETWEEN LIVONIA AV & RIVERDALE,40.661304,-73.915512,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89569858019658 40.81649171979754),2,Bronx,202,17,85,32,15,BX03013AB,BETWEEN LONGWOOD AV & INTERVAL,40.8165,-73.8957,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94780356996716 40.706815742310226),3,Brooklyn,301,34,53,18,7,BR0003AB,BETWEEN LORIMER ST & LEONA ST,40.706824,-73.947805,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86259860014037 40.66909174737167),3,Brooklyn,305,42,60,19,8,BR02182AB,BETWEEN LORING AV & LINDEN BLV,40.6691,-73.8626,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.86239859993923 40.668191747177275),3,Brooklyn,305,42,60,19,8,BR02710AB,BETWEEN LORING AV & LINDEN BLV,40.6682,-73.8624,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.91429857231861 40.85379171274301),2,Bronx,205,14,86,29,15,BX03062AB,BETWEEN LORING PL S & ANDREWS,40.8538,-73.9143,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90860457320657 40.86290171092785),2,Bronx,207,14,78,33,13,BX03149AB,BETWEEN LORYNG PL & SEDGWICK A,40.86291,-73.908606,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.16909350792501 40.57684977644828),5,Staten Island,502,51,63,24,11,SI05149AB,BETWEEN LOTT LN & RICHMOND AV,40.576858,-74.169095,New Springville-Willowbrook-Bulls Head-Travis,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85805358966766 40.862777709515875),2,Bronx,211,13,80,34,14,BX03136AB,BETWEEN MACE & WARING,40.862786,-73.858055,Allerton,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84329859470891 40.86309170835624),2,Bronx,211,13,80,34,14,BX03071AB,BETWEEN MACE AVE & FIELDING ST,40.8631,-73.8433,Pelham Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84359859498568 40.86249170846318),2,Bronx,211,13,80,34,14,BX03070AB,BETWEEN MACE AVE & WARING AVE,40.8625,-73.8436,Pelham Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93965058106886 40.57818176732473),3,Brooklyn,315,48,45,22,8,BR02246AB,BETWEEN MACKENZIE ST & NORTHFO,40.57819,-73.939652,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94081457383669 40.682724747115124),3,Brooklyn,303,36,56,25,8,BR02520AB,BETWEEN MACOM ST AND HALSEY ST,40.682733,-73.940816,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92299857919332 40.68469174609411),3,Brooklyn,303,41,56,25,8,BR02290AB,BETWEEN MACON ST & HALSEY ST,40.6847,-73.923,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93789857571136 40.681791747113245),3,Brooklyn,303,36,56,25,8,BR02370AB,BETWEEN MACON ST & MCDONOUGH,40.6818,-73.9379,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93651956811088 40.81238372180284),1,Manhattan,111,9,70,30,13,MN01321AB,BETWEEN MADISON AV & 5TH AV,40.812392,-73.936521,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.94619856490094 40.8006517242706),1,Manhattan,111,9,68,30,13,MN01089AB,BETWEEN MADISON AVE & 5TH AVE,40.80066,-73.9462,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9777985601763 40.71319174265957),1,Manhattan,103,2,65,26,7,MN0034AB,BETWEEN MADISON ST & FDR DR,40.7132,-73.9778,Lower East Side,AE,,3
POINT (-73.92372657886973 40.68755274609612),3,Brooklyn,303,41,56,25,8,BR02715AB,BETWEEN MADISON ST & PURAM AV,40.687561,-73.923728,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9080025832995 40.699848742504706),4,Queens,405,34,38,12,7,QN0228AB,BETWEEN MADISON ST & PUTNAM AV,40.699857,-73.908004,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
